都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
162019,1690101462,富山県,富山市,大町らん,オオマチラン,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,富山県富山市大町66番1,,36.667257200000000,137.224474000000000,076-491-7488,076-491-7487,5230005008911,一般社団法人ひまわりの花,1690101462,,,,,,,,
182095,1890300013,福井県,越前市,特定施設　藤の杜,トクテイシセツ　フジノモリ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,福井県越前市北府３丁目１２番７１号,,35.910974900000000,136.164986000000000,0778-25-5000,0778-25-5000,1210005006887,医療法人斎藤医院,1890300013,,,0,,,,,
202029,2090200136,長野県,松本市,地域密着型特定施設里山辺の杜,チイキミッチャクガタトクテイシセツサトヤマベノモリ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,松本市里山辺７６-１,,36.246788100000000,137.997905800000000,0263-33-2760,0263-33-2761,,社会福祉法人大志会,2090200136,,,0,http://wwwsatoyamabe-mori.com,,,,
202045,2090400181,長野県,岡谷市,おはな　和が家,オハナ　ワガヤ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,長野県岡谷市山手町2-3-26,,36.065020500000000,138.042244600000000,0266-78-8481,,,株式会社　和が家,2090400181,,,,,,,,
221015,2294201500,静岡県,静岡市葵区,つどいのおか介護付き有料老人ホーム,ツドイノオカカイゴツキユウリョウロウジンホーム,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,駒形通４丁目９－２０,,34.966343600000010,138.374871699999970,054-269-6039,054-269-5372,3080005006602,医療法人社団盈進会,2294201500,,,29,https://eishinkai.tsudoinooka.com/about/,,,,
221023,2294201591,静岡県,静岡市駿河区,有料老人ホーム　ペリデアネックス,ユウリョウロウジンホーム　ペリデアネックス,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,寺田201-1,,34.939074700000000,138.357737900000000,054-201-1167,054-201-1168,6080001009911,株式会社品川屋,2294201591,,,0,http://www.pelide.jp,,,,
221384,2297200616,静岡県,浜松市中央区,坂の上ガーデン幸,サカノウエガーデンサイワイ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,静岡県浜松市中央区幸４丁目３６－１,,34.745849018841860,137.732051803041030,０５３－４１６－２０１６,０５３－５２５－７１１７,2080405004058,医療法人社団　心,2297200616,,,29,http:/www.sakanoue-fc.jp,,,,
221406,2297200517,静岡県,浜松市天竜区,櫻乃苑　浜松天竜,サクラノソノ　ハママツテンリュウ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,二俣町二俣56番1,,34.859559200000000,137.816792800000030,053-925-0939,053-925-0938,1080401000202,株式会社アサヒコーポレーション,2297200517,,,3,http://www.sakuranosono.jp/,,,,
232122,2393100165,愛知県,安城市,すえひろ翔裕館,スエヒロ翔裕館,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,愛知県安城市末広町9-27,,34.956384836683420,137.084934284655800,0566-93-5575,0566-93-5576,6160001003609,株式会社　関西サンガ,2393100165,,,0,https://www.kansaisanga.jp,,,,
232343,2397400116,愛知県,北名古屋市,うらら別邸レジデンス,ウララベッテイレジデンス,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,愛知県北名古屋市熊之庄江川70番地うらら別邸,うらら別邸,35.251020600000000,136.888177499999980,0568-55-7170,0568-55-7170,,医療法人MDM,2397400116,,,0,http://www.hillslife.net/kousen.html,,,,
243248,2492100066,三重県,東員町,紫苑,シオン,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,三重県員弁郡東員町大字六把野新田字村中711番地3,,35.080388521061200,136.594754609993100,0594-76-0600,0594-76-0601,8190005008384,特定非営利活動法人小規模多機能サービス宅老所紫苑,2492100066,,,,https://sion-toin.com/,,,,
261033,2690600289,京都府,京都市左京区,二軒茶屋翔裕館,ニケンチャヤショウユウカン,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,静市市原町705-1二軒茶屋翔裕館,二軒茶屋翔裕館,35.074990700000000,135.762809100000000,075-781-2500,075-781-2501,3030001131053,株式会社サンガジャパン,2690600289,,,28,https://www.sanga-kaigo.co.jp,,,,
261092,2690900101,京都府,京都市伏見区,ハーモニーこがなの家,ハーモニーコガナノイエ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,久我石原町１－４１,,34.946361500000000,135.733007000000040,075-334-5725,075-334-5780,8130005006831,社会福祉法人くらしのハーモニー,2690900101,,,16,http://www.kurashino-harmony.or.jp,,,,
261106,2694100336,京都府,京都市山科区,なぎつじ翔裕館Ⅰ号館,ナギツジショウユウカンイチゴウカン,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,京都府京都市山科区椥辻封シ川町43－2なぎつじ翔裕館Ⅰ号館,なぎつじ翔裕館Ⅰ号館,34.973529200000000,135.810217100000000,075-502-0700,075-502-0800,3030001131053,株式会社サンガジャパン,2694100336,,,0,http://sangajapan.jp,,,,
261114,2694000288,京都府,京都市西京区,西京都病院　ｻｰﾋﾞｽ付き高齢者向け住宅　桂寿の郷,ニシキョウトビョウイン　サービスツキコウレイシャムケジュウタク　ケイジュノサト,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,京都市西京区川島権田町36-1,,34.978855000000000,135.696752599999970,075-391-4730,075-391-4731,6130005003847,医療法人弘正会,2694000288,,,29,http://www.hospynkh.jp/keiju/,,,,
271047,2792800134,大阪府,大阪市此花区,メゾン明日葉,メゾンアシタバ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,大阪府大阪市此花区春日出北２丁目７番１８号メゾン明日葉,メゾン明日葉,34.682286600000000,135.449475500000000,06-6147-7131,06-6147-7132,7120005002460,社会福祉法人藤光会,2792800134,,,0,,,,,
271161,2792200145,大阪府,大阪市生野区,ちゃんす,チャンス,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,大阪府大阪市生野区鶴橋2-15-28,,34.662766499999990,135.533402100000000,06-6711-5075,06-6715-0153,4120005007603,特定非営利活動法人ぱだ,2792200145,,,0,http://pada.or.jp,,,,
271268,2795800396,大阪府,大阪市平野区,平野みとうの里,ヒラノミトウノサト,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,大阪府大阪市平野区加美正覚寺4-4-38,,34.629669900000000,135.562312600000040,06-6793-0551,06-6793-0557,3120001033819,みとうメディカル株式会社,2795800396,,,23,http://www.mitouph.com/,,,,
272191,2790500264,大阪府,和泉市,郷荘の杜,ゴウショウノモリ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,大阪府和泉市阪本町425番地の1郷荘の杜,郷荘の杜,34.478080822932810,135.447732798776630,0725-40-4720,0725-40-4720,3120101049070,カレイドスコープ株式会社,2790500264,,,0,https://goshonomori.com,,,,
292109,2991000114,奈良県,香芝市,さら紗五位堂,サラサゴイドウ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,奈良県香芝市五位堂3丁目441-1,,34.533418999999990,135.719359899999970,0745-77-8680,0745-77-8734,1250005007304,社会福祉法人慈傳会,2991000114,,,,jidenkai.com,,,,
302031,3091000087,和歌山県,橋本市,地域密着型特定施設はるすの郷・神野々,チイキミッチャクガタトクテイシセツハルスノサトコノノ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県橋本市神野々1083番地1地域密着型特定施設はるすの郷・神野々,地域密着型特定施設はるすの郷・神野々,34.304764500000000,135.580529599999980,0736-39-7707,0736-39-7708,6170001010827,株式会社はるす,3091000087,,,23,https：//hals-hals.co.jp/,,,,
302031,3091000103,和歌山県,橋本市,地域密着型特定施設　みとうの里,チイキミッチャクガタトクテイシセツ　ミトウノサト,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,隅田町下兵庫1047-2,,34.330786504629330,135.630015973649650,0736-34-0404,0736-34-0405,3120001033819,みとうメディカル株式会社,3091000103,,,29,www.mitouph.com/,,,,
302031,3091000244,和歌山県,橋本市,地域密着型特定施設やまぼうしの郷,チイキミッチャクカタトクテイシセツヤマボウシノサト,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,神野々1083-1,,34.304727900000024,135.580676800000000,0736-39-7707,0736-39-7708,7170005006440,社会福祉法人紀和福祉会,3091000244,,,0,https://kiwayamaboushi.jimdo.com/,,,,
302082,3091700199,和歌山県,紀の川市,地域密着型特定施設入居者生活介護　介護付ケアホームヤッホー,チイキミッチャクガタトクテイシセツニュウキョシャセイカツカイゴカイゴツキケアホームヤッホー,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,桃山町最上1206-7,,34.219169936998720,135.352162796295150,0736-66-3071,0736-66-3071,1170005003105,社会福祉法人渉久会,3091700199,,,0,https://shokyukai.jp,,,,
303917,3092100092,和歌山県,みなべ町,イクルみなべ,イクルミナベ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県日高郡みなべ町東吉田673-1,,33.775649000000000,135.330316600000060,0739-72-1110,0739-72-5539,9170002009493,有限会社フルライフ,3092100092,,,20,,,,,
312029,3190200547,鳥取県,米子市,サービス付き高齢者向け住宅まちなか,サービスツキコウレイシャムケジュウタクマチナカ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,鳥取県米子市紺屋町31-3,,35.428224200000000,133.333351200000000,0859304111,0859304185,8270005003781,宏平会,3190200547,,,0,http://yonago‐machinaka.net,,,,
322067,3290200140,島根県,安来市,ローズガーデン荒島,ローズガーデンアラシマ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,"島根県安来市荒島町2177-14ローズガーデン荒島・101,102,103,105,106,107,108,110,201,202,203,205,206,207,208,210,211,212,213,215","ローズガーデン荒島・101,102,103,105,106,107,108,110,201,202,203,205,206,207,208,210,211,212,213,215",35.432677700000000,133.203432400000000,0854-28-6350,0854-28-6276,8280005002469,社会福祉法人せんだん会,3290200140,,,0,,,,,
352080,3590800110,山口県,岩国市,のんびり村通津,ノンビリムラ　ツヅ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,岩国市通津２２５２－１,,34.076725100000000,132.209220200000000,0827-39-1188,0827-39-1155,1250001007381,株式会社ホームケアサービス山口,3590800110,,,29,https://nonbiri.jp/,,,,
352080,3590800128,山口県,岩国市,地域密着型特定施設　のんびり村　今津,チイキミッチャクガタトクテイシセツ　ノンビリムラ　イマヅ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,岩国市今津4丁目12‐7,,34.165284000000000,132.214678700000040,0827-30-0077,0827-30-0055,1250001007381,株式会社ホームケアサービス山口,3590800128,,,29,http://www.homecare-yamaguchi.co.jp/,,,,
372081,3790800092,香川県,三豊市,せとうちリビングホーム,セトウチリビングホーム,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,香川県三豊市三野町吉津甲537番地2,,34.199964700000000,133.698656300000040,0875-73-3291,0875-73-3294,8470001010613,株式会社せとうち福祉サービス,3790800092,,,25,http://setouchi-fukushi.com/,,,,
382035,3890300282,愛媛県,宇和島市,介護付有料老人ホーム　笑歩会　和霊,カイゴツキユウリョウロウジンホーム　ショウホカイ　ワレイ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,愛媛県宇和島市和霊中町2丁目3番17号,,33.229024800000000,132.569198600000000,0895-22-2187,0895-22-2188,6500001005322,株式会社アコンプリシー,3890300282,,,29,http://shouhokai.jp/,,,,
432130,4391300201,熊本県,宇城市,サービス付き高齢者向け住宅　フォーシーズン,サービスツキコウレイシャムケジュウタク　フォーシーズン,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,熊本県宇城市松橋町久具2059-1,,32.641981200000000,130.697631399999980,0964-34-3466,0964-34-3266,7330001006584,株式会社ラディカ,4391300201,,,29,http://fo-season.jp,,,,
442071,4490700020,大分県,津久見市,地域密着型特定施設こころ,チイキミッチャクガタトクテイシセツココロ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,大分県津久見市大字津久見5988-1,,33.056639900000000,131.849447899999970,0972-82-3078,0972-82-3238,,株式会社みかんの花,4490700020,,,,http://mikan-cocoro.p-kit.com/,,,,
465054,4698200021,鹿児島県,屋久島町,有限会社　岡村　ひまわりのお家,ユウゲンカイシャ　オカムラ　ヒマワリノオウチ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,鹿児島県熊毛郡屋久島町宮之浦2384-10,,30.419665600000000,130.572524800000000,0997-42-2855,0997-42-2856,4340002019819,有限会社岡村,4698200021,,,20,http：//www.himawarino-ouchi.com/,,,,
472018,4790100574,沖縄県,那覇市,介護付き有料老人ホーム　グランツ稲禾,カイゴツキユウリョウロウジンホーム　グランツトウカ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,安里５１番地,,26.220350500000000,127.694073399999980,098-868-1009,098-868-1027,6360005005515,社会福祉法人　彩生会,4790100574,,,0,https://saisei-kai.or.jp/,,,,
472051,4790500161,沖縄県,宜野湾市,地域密着型老人ホームむげん,チイキミッチャクガタロウジンホームムゲン,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,嘉数3-28-7,,26.258481000000000,127.732976700000000,098-943-6320,098-943-6321,2360003009075,合同会社Ｎ－ｓｓｙ,4790500161,,,0,,,,,
473626,4795700055,沖縄県,八重瀬町,ｻｰﾋﾞｽ付き高齢者向け住宅花庭,サービスツキコウレイシャムケジュウタクカナァー,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,沖縄県島尻郡八重瀬町字仲座420番地1,,26.108256600000000,127.721454300000000,098-995-6801,098-995-6803,5360005001465,社会福祉法人転生会,4795700055,,,18,http://www.tenshoen.ne.jp,,,,
