都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
112038,1190200707,埼玉県,川口市,ケアセンターかがやき,ケアセンターカガヤキ,夜間対応型訪問介護,埼玉県川口市西青木5-1-40,,35.820930278243570,139.716072571072030,048-253-5186,048-251-0307,8030005012146,医療生協さいたま生活協同組合,1190200707,"平日,土曜日,日曜日,祝日",,0,https://www.mcp-saitama.or.jp/,,,,
112038,1190201028,埼玉県,川口市,エイプレイス川口,エイプレイスカワグチ,夜間対応型訪問介護,埼玉県川口市幸町2‐15‐8第Ⅱ福富ビル,第Ⅱ福富ビル,35.806538600000000,139.720080200000000,048-240-1355,048-255-1557,6011101062575,株式会社エイプレイス,1190201028,"平日,土曜日,日曜日,祝日",定期巡回・随時対応型訪問介護看護と兼務。加算要件によって24時間体制でオペレーターによる電話相談、随時訪問が可能です。,,https://www.a-place.co.jp,,,,
112291,1192300299,埼玉県,和光市,定期巡回・随時対応サービス　ひのき和光ステーション,テイキジュンカイ・ズイジタイオウサービス　ヒノキワコウステーション,夜間対応型訪問介護,埼玉県和光市南1-11-76第二福寿ビル101,第二福寿ビル101,35.771862400000000,139.614022100000000,048-485-9352,048-485-9353,5011601022121,株式会社Ｃ－コネクト,1192300299,"平日,土曜日,日曜日,祝日",,,,,,,
112321,1190900025,埼玉県,久喜市,夜間対応型訪問介護　　ケアナイト,ヤカンタイオウガタホウモンカイゴ,夜間対応型訪問介護,埼玉県久喜市青葉４－２４－１８,,36.068830900000000,139.701265599999940,0480-26-5000,0480-26-5001,6030005004896,特定非営利活動法人　いきいき社会生活センター,1190900025,"平日,土曜日,日曜日,祝日",サービス提供（改行）随時・毎日２４時間３６５日,0,npo-ikiiki-seikatsu-.com,,,,
122033,1290800018,千葉県,市川市,一般財団法人　市川市福祉公社,イッパンザイダンホウジン　イチカワシフクシコウシャ,夜間対応型訪問介護,千葉県市川市市川南1-1-1ザタワーズイースト209,ザタワーズイースト209,35.728207803734560,139.908068926458780,047-313-4070,047-313-4076,7040005006008,一般財団法人市川市福祉公社,1290800018,"平日,土曜日,日曜日,祝日",なし,,http://www.i-fukukou.com,,,,
122173,1292200928,千葉県,柏市,夜間対応型訪問介護和気あいあい,ヤカンタイオウガタホウモンカイゴワキアイアイ,夜間対応型訪問介護,千葉県柏市松葉町3丁目24-7,,35.886531869019144,139.966169971163940,04-7189-8536,04-7137-3059,1040005014016,特定非営利活動法人ジーエイチネットワーク,1292200928,"平日,土曜日,日曜日,祝日",,0,https://www.wakiaiai-kaigo.jp/,,,,
122173,1292200613,千葉県,柏市,SOMPOケア地域サービスセンター豊四季　夜間訪問介護,ソンポケアチイキサービスセンタートヨシキ　ヤカンホウモンカイゴ,夜間対応型訪問介護,千葉県柏市豊四季283－1,,35.861069705008890,139.948141419591600,04－7142－9211,04－7141－5014,1260001015656,SOMPOケア株式会社,1292200613,"平日,土曜日,日曜日,祝日",24時間通報対応加算で日中のオペレータへも繋げる。,0,https://www.sompocare.com/service/zaitaku/teikijunkai/Z000609,,,,
122254,1293000053,千葉県,君津市,夜間対応型訪問介護事業所つばさ,ヤカンタイオウガタホウモンカイゴジギョウショツバサ,夜間対応型訪問介護,千葉県君津市郡２－７－１０,,35.307231970228780,139.914455153264600,０４３９（５５）１２７１,０４３９（５２）７７２３,6040005009028,社会福祉法人志真会,1293000053,"平日,土曜日,日曜日,祝日",年中無休,0,https://tsubasa-shishinkai.com/,,,,
124109,1299100022,千葉県,横芝光町,第二松丘園ケア・サポート,ダイニショウキュウエンケア・サポート,夜間対応型訪問介護,千葉県山武郡横芝光町宮川12103-1,,35.657765500000000,140.503985100000020,0479-84-3969,0479-84-3970,3040005011647,社会福祉法人九十九里ホーム,1299100022,"平日,土曜日,日曜日,祝日",,,https://www.99-home.com/,,,,
131024,1390200036,東京都,中央区,新川訪問介護ステーション,シンカワホウモンカイゴステーション,夜間対応型訪問介護,東京都中央区新川二丁目２７番３号,,35.673041671866564,139.783972602377400,03-3552-5670,03-3552-5636,7010605000627,社会福祉法人　賛育会,1390200036,"平日,土曜日,日曜日,祝日",利用者の希望時間等を尊重し、柔軟に対応するうよう努める。,0,https://www.san-ikukai.or.jp/chuo/shinkawa/,,,,
131024,1390200150,東京都,中央区,グッドライフケア24,グッドライフケアニジュウヨン,夜間対応型訪問介護,東京都中央区新川1-25-2新川STビル1階,新川STビル1階,35.676750782673560,139.784149431178660,03-5244-9002,03-5244-9003,3010001069477,株式会社　グッドライフケア東京,1390200150,"平日,土曜日,日曜日,祝日",オペレーションセンターサービスの提供は24時間265日とし、電話等により24時間常時連絡が可能な体制とします。,0,https://goodlifecare.co.jp/,,,,
131032,1390300240,東京都,港区,グッドライフケア２４,グッドライフケアニジュウヨン,夜間対応型訪問介護,東京都港区東麻布1-7-3第二渡邊ビル2階,第二渡邊ビル2階,35.657699145334305,139.743605128836040,03-6441-0895,03-6441-0896,3010001069477,株式会社グッドライフケア東京,1390300240,"平日,土曜日,日曜日,祝日",オペレーションセンターサービスの提供は24時間365日とし、電話等により24時間常時連絡が可能な体制とする。,0,https://goodlifecare.co.jp/,,,,
131041,1390400230,東京都,新宿区,エイプレイス新宿,エイプレイスシンジュク,夜間対応型訪問介護,東京都新宿区高田馬場4－4－11内藤ビル1階,内藤ビル1階,35.712489512146284,139.701606893904100,03-5337-5228,03-3367-5007,6011101062575,株式会社エイプレイス,1390400230,"平日,土曜日,日曜日,祝日",24時間365日営業,0,https://www.a-place.co.jp/,,,,
131041,1390400446,東京都,新宿区,ＳＯＭＰＯケア　在宅老人ホーム新宿　夜間訪問介護,ソンポケア　ザイタクロウジンホームシンジュク　ヤカンホウモンカイゴ,夜間対応型訪問介護,東京都新宿区高田馬場2-5-23第1桂城ビル4階,第1桂城ビル4階,35.713796068034775,139.710904130112970,03-6302-1017,03-6302-1273,1260001015656,ＳＯＭＰＯケア株式会社,1390400446,"平日,土曜日,日曜日,祝日",24時間対応加算ご利用であれば、24時間対応可能。,100,https://www.sompocare.com/service/zaitaku/elderly/Z000625,,,,
131059,1390500245,東京都,文京区,SOMPOケア　白山　夜間訪問介護,ソンポケア　ハクサン　ヤカンホウモンカイゴ,夜間対応型訪問介護,東京都文京区白山5-17-19鳥居本ビル２F,鳥居本ビル２F,35.710300600000000,139.747367199999980,03-5395-7667,03-3945-3955,1260001015656,ＳＯＭＰＯケア株式会社,1390500245,"平日,土曜日,日曜日,祝日",営業日365日,0,,,,,
131067,1390600375,東京都,台東区,SOMPOケア台東夜間訪問介護,ソンポケアタイトウヤカンホウモンカイゴ,夜間対応型訪問介護,東京都台東区寿1-5-9盛光伸光ビル8階,盛光伸光ビル8階,35.706858700000000,139.790471400000000,03-6231-6120,03-6231-6153,1260001015656,SOMPOケア株式会社,1390600375,"平日,土曜日,日曜日,祝日",,100,https://www.sompocare.com/service/zaitaku/kaigo/Z000044,,,,
131083,1390800264,東京都,江東区,グッドライフケア２４,グッドライフケア　ニジュウヨン,夜間対応型訪問介護,東京都江東区豊洲４－２－２豊南堂ビル4階,豊南堂ビル4階,35.655088902981060,139.797716555190620,03-6204-9633,03-6204-9634,3010001069477,株式会社　グッドライフケア東京,1390800264,"平日,土曜日,日曜日,祝日",定期巡回及び随時訪問サービスの提供は、午後6時から午前8時までとします。（改行）オペレーションセンターサービスの提供は、24時間365日とし、電話等により，24時間常時連絡が可能な体制とします。,0,https://goodlifecare.co.jp/,,,,
131083,1390800405,東京都,江東区,ＳＯＭＰＯケア江東　夜間訪問介護,ソンポケアコウトウ　ヤカンホウモンカイゴ,夜間対応型訪問介護,東京都江東区東陽5-30-13東京原木会館7階,東京原木会館7階,35.673676004984770,139.815713150355320,03-6666-4925,03-6666-4947,1260001015656,ＳＯＭＰＯケア株式会社,1390800405,"平日,土曜日,日曜日,祝日",365日,0,,,,,
131091,1390900452,東京都,品川区,ＳＯＭＰＯケア　品川　夜間訪問介護,ソンポケア　シナガワ　ヤカンホウモンカイゴ,夜間対応型訪問介護,東京都品川区北品川3-11-16品川第一地域センタービル内1階,品川第一地域センタービル内1階,35.616720054903710,139.740056970675970,03-5479-7013,03-5783-0912,1260001015656,ＳＯＭＰＯケア株式会社,1390900452,"平日,土曜日,日曜日,祝日",,0,,,,,
131105,1391000443,東京都,目黒区,ＳＯＭＰＯケア　目黒　夜間訪問介護,ソンポケア　メグロ　ヤカンホウモンカイゴ,夜間対応型訪問介護,東京都目黒区自由が丘1－20－19光進自由が丘ビル　B1階一号室,光進自由が丘ビル　B1階一号室,35.613700706257560,139.668943938243100,03-6421ｰ1914,03-6421ｰ1918,1260001015656,ＳＯＭＰＯケア株式会社,1391000443,"平日,土曜日,日曜日,祝日",,0,https://www.sompocare.com,,,,
131113,1391101530,東京都,大田区,カラーズ24,カラーズ24,夜間対応型訪問介護,東京都大田区大森西3-19-21,,35.572678679503326,139.729840941458260,03-6450-0164,03-6450-0165,1010801022166,株式会社カラーズ,1391101530,"平日,土曜日,日曜日,祝日",,,https://www.colors-g.co.jp/,,,,
131113,1391101126,東京都,大田区,ＳＯＭＰＯケア大田　夜間訪問介護,ソンポケアオオタヤカンホウモンカイゴ,夜間対応型訪問介護,東京都大田区西蒲田6-36-11西蒲田NSビル5階,西蒲田NSビル5階,35.560654200000000,139.724503199999960,03-6428-7609,03-6428-7837,1260001015656,SOMPOケア株式会社,1391101126,"平日,土曜日,日曜日,祝日",,100,https://www.sompocare.com/service/zaitaku/elderly/Z000642/message/,,,,
131121,1391201207,東京都,世田谷区,青藍会在宅医療支援センターハートハウス成城,セイランカイザイタクイリョウシエンセンターハートハウスセイジョウ,夜間対応型訪問介護,東京都世田谷区成城2-35-3101,101,35.639589600000000,139.600133100000000,03-3416-4160,03-6411-8533,8250005000517,社会福祉法人青藍会,1391201207,"平日,土曜日,日曜日,祝日",,,https://www.seirankai.or.jp,,,,
131121,1391201058,東京都,世田谷区,ＳＯＭＰＯケア世田谷,ソンポケアセタガヤ,夜間対応型訪問介護,東京都世田谷区三軒茶屋1-37-8ワコーレ三軒茶屋64　10F,ワコーレ三軒茶屋64　10F,35.642941730037826,139.670889173895100,03-5431-0373,03-5431-0374,1260001015656,SOMPOケア（株）,1391201058,"平日,土曜日,日曜日,祝日",サービスは24時間365日行っています。,0,https://www.sompocare.com,,,,
131130,1391300330,東京都,渋谷区,SOMPOケア　渋谷　夜間対応型訪問介護,ソンポケア　シブヤ　ヤカンタイオウガタホウモンカイゴ,夜間対応型訪問介護,東京都渋谷区代々木3-28-6いちご西参道ビルA棟2階A室,いちご西参道ビルA棟2階A室,35.683577800000000,139.692154500000000,03-6300-5848,03-6300-9105,1260001015656,ＳＯＭＰＯケア株式会社,1391300330,"平日,土曜日,日曜日,祝日",,0,https://www.sompocare.com/service/zaitaku/yakan/Z000960,,,,
131148,1391400759,東京都,中野区,SOMPOケア中野夜間訪問介護,ソンポケアナカノヤカンホウモンカイゴ,夜間対応型訪問介護,東京都中野区中野三丁目33番18号フェルテ中野302号室,フェルテ中野302号室,35.702985400000000,139.665338300000000,03-6382-8202,03-6382-8213,1260001015656,ＳＯＭＰＯケア株式会社,1391400759,"平日,土曜日,日曜日,祝日",,,https://www.sompocare.com,,,,
131148,1391400825,東京都,中野区,エイプレイス中野,エイプレイスナカノ,夜間対応型訪問介護,東京都中野区中野5-24-18クロス・スクエアNAKANO901,クロス・スクエアNAKANO901,35.709637400000000,139.669404800000000,03-5318-2550,03-3386-5008,6011101062575,株式会社エイプレイス,1391400825,"平日,土曜日,日曜日,祝日",,0,https://www.a-place.co.jp/,,,,
131156,1391500186,東京都,杉並区,ホームヘルパーステーションすぎなみ正吉苑,ホームヘルパーステーションスギナミショウキチエン,夜間対応型訪問介護,東京都杉並区清水２－１５－２４,,35.714277800000000,139.617794700000000,03-5303-5822,03-5382-2633,6013405000153,社会福祉法人正吉福祉会,1391500186,"平日,土曜日,日曜日,祝日",・オペレーター業務は24時間体制,0,http://www.shoukichi.org,,,,
131156,1391501077,東京都,杉並区,スギコー定期巡回,スギコーテイキジュンカイ,夜間対応型訪問介護,東京都杉並区高井戸東3-18-7杉並第2ビル,杉並第2ビル,35.685646853548770,139.621609452149600,03-5344-9222,03-5344-1683,7011301022361,スギコー株式会社,1391501077,"平日,土曜日,日曜日,祝日",,0,https://sugiko-welfare.com/,,,,
131156,1391500863,東京都,杉並区,ＳＯＭＰＯケア在宅老人ホーム杉並　夜間対応型訪問介護,ソンポケアザイタクロウジンホームスギナミ,夜間対応型訪問介護,東京都杉並区阿佐谷南1-17-18阿佐谷下田ビル２階,阿佐谷下田ビル２階,35.700917785525185,139.637056459909810,03-5929-8685,03-5929-8674,1260001015656,ＳＯＭＰＯケア株式会社,1391500863,"平日,土曜日,日曜日,祝日",サービス提供時間は22～7時。（改行）24時間対応も可能となりました。,0,https://www.sompocare.com/,,,,
131164,1391600259,東京都,豊島区,SOMPOケア豊島　夜間訪問介護,ソンポケアトシマ　ヤカンホウモンカイゴ,夜間対応型訪問介護,東京都豊島区東池袋五丁目44番15号東信東池袋ビル4階,東信東池袋ビル4階,35.727824515610600,139.726571280762950,03-5962-0176,03-5962-0148,1260001015656,SOMPOケア株式会社,1391600259,"平日,土曜日,日曜日,祝日",,0,https://www.sompocare.com,,,,
131172,1391700455,東京都,北区,SOMPOケア　中十条　夜間訪問介護,ソンポケア　ナカジュウジョウ　ヤカンホウモンカイゴ,夜間対応型訪問介護,東京都北区中十条1-4-7ｲﾝｸﾘｰｽﾋﾞﾙ301号室,ｲﾝｸﾘｰｽﾋﾞﾙ301号室,35.757934100000000,139.730158299999970,03-5963-6809,03-5963-6721,1260001015656,SOMPOケア株式会社,1391700455,"平日,土曜日,日曜日,祝日",地震・洪水等の天災、電話回線容量超過、断線等による通信不可、その他事業者の責に帰すべからざる事由により夜間対応型訪問介護の実施ができなくなった場合には、事業者はご利用者に対して当該夜間対応型訪問介護を提供すべき義務を負いません。,100,,,,,
131181,1391800636,東京都,荒川区,SOMPOケア　荒川　夜間訪問介護,ソンポケア　アラカワ　ヤカンホウモンカイゴ,夜間対応型訪問介護,東京都荒川区東尾久6-5-5富士産業ビル2階　203号室,富士産業ビル2階　203号室,35.745457800000000,139.774992500000000,03-6807-9946,03-6807-9930,1260001015656,ＳＯＭＰＯケア株式会社,1391800636,"平日,土曜日,日曜日,祝日",,0,https://www.sompocare.com/service/zaitaku/yakan/Z000965,,,,
131199,1391901228,東京都,板橋区,ソンポケア　ワカギ　ヤカンホウモンカイゴ,SOMPOケア　若木　夜間訪問介護,夜間対応型訪問介護,東京都板橋区若木3-3-1,,35.773843300000000,139.677080100000000,03-5922-3397,03-5922-3398,1260001015656,ＳＯＭＰＯケア株式会社,1391901228,"平日,土曜日,日曜日,祝日",,0,https://www.sompocare.com/service/home/satsuki/H000369/,,,,
131199,1391901038,東京都,板橋区,アウケアホーム板橋・夜間対応,アウケアホームイタバシ・ヤカンタイオウ,夜間対応型訪問介護,東京都板橋区前野町2-4-5大商第一マンション201,大商第一マンション201,35.763752900000000,139.690208500000000,03-6279-8670,03-6279-8671,4011101087995,スリーエス株式会社,1391901038,"平日,土曜日,日曜日,祝日",,0,https://pages.3s.care/hr/2022/,,,,
131199,1391900899,東京都,板橋区,SOMPOケア　徳丸　夜間訪問介護,ソンポケア　トクマル　ヤカンホウモンカイゴ,夜間対応型訪問介護,東京都板橋区徳丸2-17-9,,35.772659700000000,139.661471399999980,03-5922-6247,03-3936-6637,1260001015656,SOMPOケア株式会社,1391900899,"平日,土曜日,日曜日,祝日",,0,,,,,
131202,1392000376,東京都,練馬区,２４時間めぐみの会,２４ジカンメグミノカイ,夜間対応型訪問介護,東京都練馬区石神井町５丁目３番１２号石神井公園ハイツ　１階,石神井公園ハイツ　１階,35.738866100000010,139.606389400000000,03-6913-1593,03-5372-2792,8011601011609,株式会社メディカル・アート,1392000376,"平日,土曜日,日曜日,祝日",,200,http://www.medicalart.co.jp/megumi/index.html,,,,
131202,1392000871,東京都,練馬区,ＳＯＭＰＯケア練馬　夜間訪問介護,ソンポケアネリマ　ヤカンホウモンカイゴ,夜間対応型訪問介護,東京都練馬区豊玉北4－11－10東洋ライス東日本支店　1階,東洋ライス東日本支店　1階,35.735272599604480,139.658984905527320,03-6915-8968,03-6915-8795,1260001015656,ＳＯＭＰＯケア株式会社,1392000871,"平日,土曜日,日曜日,祝日",※２４時間通報加算算定により8：00～18：00までの通報可能。随時訪問は、日中連携先が必要。,300,,,,,
131211,1392100895,東京都,足立区,ＳＯＭＰＯケア　在宅老人ホーム足立　夜間訪問介護,ソンポケア　ザイタクロウジンホームアダチ　ヤカンホウモンカイゴ,夜間対応型訪問介護,東京都足立区千住中居町33-3大橋ビル4階,大橋ビル4階,35.751064800000000,139.799183500000030,03-5813-5200,03-5813-3601,1260001015656,ＳＯＭＰＯケア株式会社,1392100895,"平日,土曜日,日曜日,祝日",,0,,,,,
131229,1392200711,東京都,葛飾区,ＳＯＭＰＯケア在宅老人ホーム葛飾　夜間訪問介護,ソンポケアザイタクロウジンホームカツシカヤカンホウモンカイゴ,夜間対応型訪問介護,東京都葛飾区青戸3-33-14サンプラザビル601,サンプラザビル601,35.746870599999994,139.855839000000030,03-5629-2178,03-5680-5307,1260001015656,ＳＯＭＰＯケア株式会社,1392200711,"平日,土曜日,日曜日,祝日",,250,https://www.sompocare.com/service/zaitaku/yakan/Z000577,,,,
131237,1392301089,東京都,江戸川区,しろひげレンジャー24時（夜間対応型訪問介護）,シロヒゲレンジャーニジュウヨジ,夜間対応型訪問介護,東京都江戸川区船堀1-8-18ポエールビル201号,ポエールビル201号,35.683953500000000,139.863238300000000,03-6808-9071,03-6808-9072,1011705001586,医療法人社団しろひげファミリー,1392301089,"平日,土曜日,日曜日,祝日",,0,https://shirohige.clinic,,,,
131237,1392300974,東京都,江戸川区,夜間訪問型訪問介護泰山,ヤカンタイオウガタホウモンカイゴタイザン,夜間対応型訪問介護,東京都江戸川区北小岩5-34-10,,35.739706500000000,139.891649700000000,03-5622-1165,03-5622-1673,4011705000619,社会福祉法人　白秋会,1392300974,"平日,土曜日,日曜日,祝日",,0,http://www.hakusyuu.jimusho.jp,,,,
132012,1392900807,東京都,八王子市,偕楽園ホーム夜間対応型訪問介護事業所,カイラクエンホームヤカンタイオウガタホウモンカイゴジギョウショ,夜間対応型訪問介護,東京都八王子市宮下町９８３番地偕楽園ホーム,偕楽園ホーム,35.700482400000006,139.312349400000020,042-659-3366,042-691-8288,4010105000254,社会福祉法人一誠会,1392900807,"平日,土曜日,日曜日,祝日",,60,,,,,
132012,1392900831,東京都,八王子市,ジョイステージ八王子夜間訪問介護ステーション,ジョイステージハチオウジヤカンホウモンカイゴステーション,夜間対応型訪問介護,東京都八王子市横川町924-2,,35.663320000000000,139.295004200000000,042-622-0101,042-621-0135,6010101000578,株式会社エヌエムライフ,1392900831,"平日,土曜日,日曜日,祝日",,5,http://www.joystage.com/,,,,
132012,1392900013,東京都,八王子市,いつでも安心介護センター,イツデモアンシンカイゴセンター,夜間対応型訪問介護,東京都八王子市散田町3-18-15カネヒビル２階,カネヒビル２階,35.655549000000030,139.314103299999940,042-667-0877,042-668-1663,3010102002808,有限会社在宅ケア・サービスセンター,1392900013,"平日,土曜日,日曜日,祝日",24時間加算にて対応しております。,0,http://zaitaku-hachioji.jp,,,,
132047,1393600315,東京都,三鷹市,カイゴいるてと,カイゴイルテト,夜間対応型訪問介護,東京都三鷹市野崎2-6-32,,35.683113700000000,139.547790100000000,0422-30-8022,0422-30-8023,6012401039924,株式会社いるてと,1393600315,"平日,土曜日,日曜日,祝日",,0,https://iruteto.jp/,,,,
132047,1393600323,東京都,三鷹市,SOMPOケア三鷹夜間訪問介護,ソンポケアミタカヤカンホウモンカイゴ,夜間対応型訪問介護,東京都三鷹市上連雀4-3-3川口ビル1階,川口ビル1階,35.696354199999995,139.558991200000040,0422-26-5205,0422-26-5206,1260001015656,ＳＯＭＰＯケア株式会社,1393600323,"平日,土曜日,日曜日,祝日",24時間加算をつけていただくで日中の対応も可能です。,0,https://www.sompocare.com,,,,
132063,1393800337,東京都,府中市,SOMPOケア　府中　夜間訪問介護,ソンポケア　フチュウ　ヤカンホウモンカイゴ,夜間対応型訪問介護,東京都府中市宮西町2-16-2府中第一生命ビル2階,府中第一生命ビル2階,35.669800100000020,139.478105299999980,042-370-1991,042-370-1993,1260001015656,ＳＯＭＰＯケア株式会社,1393800337,"平日,土曜日,日曜日,祝日",,0,https://www.sompocare.com,,,,
